Temperature ,Humidity,Soil moisture,Solar Radiation,Plant Mood
25.85,74.92,299.97,569.1,Thirsty 🥵
28.85,64.64,694.53,672.7,Happy 😊
19.66,87.01,509.47,343.31,Happy 😊
23.95,65.53,149.43,32.28,Stressed 😣
31.89,92.5,544.95,661.88,Happy 😊
23.46,62.03,296.33,66.07,Stressed 😣
22.26,69.61,580.19,564.35,Happy 😊
27.25,81.52,537.37,112.4,Too Dark 🌑
31.25,84.78,389.07,305.66,Happy 😊
25.14,75.47,397.31,245.49,Happy 😊
30.93,78.74,135.68,78.89,Stressed 😣
19.6,78.34,164.93,551.81,Thirsty 🥵
29.53,76.03,648.95,473.54,Happy 😊
20.14,77.59,669.37,706.19,Happy 😊
28.8,79.0,265.0,43.0,Stressed 😣
20.48,94.08,276.06,385.94,Thirsty 🥵
19.81,85.96,437.89,239.71,Happy 😊
29.04,86.39,439.19,656.39,Happy 😊
23.99,72.78,191.29,142.79,Stressed 😣
22.67,76.68,239.58,741.76,Thirsty 🥵
27.5,81.5,213.0,642.0,Thirsty 🥵
30.87,77.59,668.72,83.94,Too Dark 🌑
23.72,79.78,159.44,690.71,Thirsty 🥵
28.65,83.56,442.37,666.7,Happy 😊
31.31,93.28,269.89,28.75,Stressed 😣
29.6,79.9,307.0,622.0,Thirsty 🥵
27.64,77.52,448.97,543.11,Happy 😊
30.17,65.76,455.01,8.06,Too Dark 🌑
18.54,87.28,484.17,236.61,Happy 😊
22.27,78.81,447.75,350.0,Happy 😊
24.1,91.69,134.32,155.68,Stressed 😣
29.4,79.2,306.0,622.0,Thirsty 🥵
22.8,90.11,673.52,651.51,Happy 😊
20.98,82.49,356.74,574.23,Happy 😊
21.15,78.46,463.49,717.01,Happy 😊
30.31,80.67,468.55,154.49,Too Dark 🌑
28.9,85.8,196.0,732.0,Thirsty 🥵
22.04,71.39,236.49,496.0,Thirsty 🥵
22.26,74.8,578.53,298.09,Happy 😊
28.5,78.5,264.0,43.0,Stressed 😣
31.96,73.14,314.99,171.68,Stressed 😣
29.31,84.74,657.4,223.63,Happy 😊
26.45,75.34,367.27,209.44,Happy 😊
29.35,72.62,364.18,284.76,Happy 😊
29.59,62.01,522.69,741.11,Happy 😊
28.83,65.03,250.8,415.97,Thirsty 🥵
28.51,65.45,283.26,380.86,Thirsty 🥵
23.38,65.95,334.33,459.48,Thirsty 🥵
29.0,86.9,213.0,203.0,Thirsty 🥵
19.73,75.33,287.2,514.88,Thirsty 🥵
24.41,61.3,527.82,33.35,Too Dark 🌑
18.95,68.53,203.43,658.76,Thirsty 🥵
18.98,70.9,259.93,550.52,Thirsty 🥵
29.8,77.0,307.0,622.0,Thirsty 🥵
31.09,92.63,343.02,439.84,Thirsty 🥵
31.42,79.41,145.94,224.6,Thirsty 🥵
23.73,66.69,483.28,53.39,Too Dark 🌑
30.11,85.74,678.24,10.11,Too Dark 🌑
28.08,66.58,536.01,631.44,Happy 😊
29.6,79.1,306.0,622.0,Thirsty 🥵
28.11,93.68,388.64,262.66,Happy 😊
29.2,61.94,445.74,300.65,Happy 😊
26.18,84.41,208.73,459.93,Thirsty 🥵
28.77,83.12,358.64,515.76,Happy 😊
28.6,86.07,652.85,155.68,Too Dark 🌑
23.95,78.16,208.53,627.7,Thirsty 🥵
20.49,76.42,458.15,234.56,Happy 😊
29.54,72.92,587.48,560.76,Happy 😊
29.95,80.21,406.6,477.45,Happy 😊
27.47,90.24,516.17,87.95,Too Dark 🌑
26.42,80.05,141.23,114.86,Stressed 😣
25.46,68.47,174.54,299.26,Thirsty 🥵
29.46,83.12,153.82,61.47,Stressed 😣
22.93,72.41,484.28,338.42,Happy 😊
21.67,87.44,432.21,457.82,Happy 😊
21.84,73.68,556.72,512.32,Happy 😊
22.93,69.75,231.1,317.44,Thirsty 🥵
26.4,87.28,337.01,498.44,Thirsty 🥵
30.79,61.46,237.89,664.11,Thirsty 🥵
23.78,69.35,548.61,289.96,Happy 😊
18.49,91.76,407.7,249.61,Happy 😊
19.86,63.91,142.35,538.94,Thirsty 🥵
31.13,93.39,259.26,41.42,Stressed 😣
23.61,69.52,576.07,322.92,Happy 😊
29.08,70.71,166.2,34.48,Stressed 😣
26.09,71.14,627.63,36.72,Too Dark 🌑
29.21,94.18,508.41,433.96,Happy 😊
21.93,71.6,355.39,270.51,Happy 😊
19.85,84.45,138.18,732.78,Thirsty 🥵
28.01,82.62,593.6,321.35,Happy 😊
29.87,85.55,653.92,643.54,Happy 😊
27.31,90.14,682.65,325.1,Happy 😊
28.94,74.25,344.34,456.97,Thirsty 🥵
28.9,85.8,196.0,732.0,Thirsty 🥵
21.21,84.27,514.14,199.73,Too Dark 🌑
22.57,79.78,490.89,670.45,Happy 😊
25.93,84.55,390.92,317.68,Happy 😊
18.59,94.41,366.69,288.22,Happy 😊
25.68,89.26,350.63,481.09,Happy 😊
31.22,64.06,484.47,589.84,Happy 😊
22.31,88.09,476.42,346.57,Happy 😊
25.53,71.4,184.82,547.86,Thirsty 🥵
28.91,86.98,319.66,725.96,Thirsty 🥵
21.43,60.43,410.29,289.06,Happy 😊
22.2,65.8,230.85,387.65,Thirsty 🥵
20.79,70.54,457.63,652.23,Happy 😊
24.75,76.07,374.64,239.86,Happy 😊
19.18,75.4,239.95,236.01,Thirsty 🥵
29.43,78.5,560.76,203.44,Happy 😊
18.29,90.37,351.82,514.97,Happy 😊
25.16,78.64,698.04,423.7,Happy 😊
24.14,63.64,202.84,188.56,Stressed 😣
21.94,67.01,667.29,514.29,Happy 😊
30.93,85.35,677.84,439.03,Happy 😊
29.71,80.01,420.04,578.47,Happy 😊
31.54,70.39,161.02,286.54,Thirsty 🥵
21.76,66.58,588.73,298.68,Happy 😊
22.26,67.28,643.7,681.35,Happy 😊
27.13,82.15,140.59,649.84,Thirsty 🥵
20.27,80.93,623.59,250.41,Happy 😊
23.59,65.66,331.06,67.3,Stressed 😣
18.69,73.21,611.22,398.16,Happy 😊
23.73,78.17,314.53,299.23,Thirsty 🥵
22.39,74.68,163.08,468.78,Thirsty 🥵
21.48,61.39,426.41,348.59,Happy 😊
24.25,60.22,468.04,523.62,Happy 😊
25.93,93.33,595.47,95.87,Too Dark 🌑
19.36,85.6,482.98,679.83,Happy 😊
24.08,88.35,252.93,164.78,Stressed 😣
24.43,82.14,650.6,179.43,Too Dark 🌑
27.61,83.02,419.04,506.4,Happy 😊
22.63,63.1,368.98,574.36,Happy 😊
28.3,82.93,454.07,141.57,Too Dark 🌑
23.91,91.89,142.98,520.29,Thirsty 🥵
28.9,85.8,196.0,732.0,Thirsty 🥵
30.02,94.0,590.49,319.68,Happy 😊
21.48,92.15,265.9,556.01,Thirsty 🥵
25.24,89.93,637.24,29.42,Too Dark 🌑
20.8,64.69,605.55,729.2,Happy 😊
25.42,63.65,127.39,717.95,Thirsty 🥵
21.33,68.98,589.15,470.27,Happy 😊
28.8,77.9,267.0,43.0,Stressed 😣
30.3,88.87,266.03,387.87,Thirsty 🥵
23.17,73.21,544.37,610.79,Happy 😊
20.49,65.65,553.34,468.32,Happy 😊
29.6,80.6,306.0,622.0,Thirsty 🥵
31.85,74.0,246.47,365.14,Thirsty 🥵
23.49,67.97,553.69,192.53,Too Dark 🌑
31.92,61.24,256.1,134.56,Stressed 😣
31.46,62.46,175.47,496.73,Thirsty 🥵
21.89,88.61,174.16,131.78,Stressed 😣
21.78,89.62,122.92,447.28,Thirsty 🥵
30.42,86.42,575.98,365.36,Happy 😊
25.24,76.18,249.06,739.36,Thirsty 🥵
18.38,62.42,687.48,672.06,Happy 😊
19.29,69.49,353.03,344.22,Happy 😊
27.24,71.58,219.54,84.55,Stressed 😣
22.05,95.0,566.35,5.58,Too Dark 🌑
19.4,89.8,597.48,86.65,Too Dark 🌑
20.05,90.34,304.51,601.65,Thirsty 🥵
31.77,68.24,246.88,76.42,Stressed 😣
21.63,74.77,637.56,746.7,Happy 😊
24.3,62.05,471.95,576.96,Happy 😊
18.55,73.74,391.06,426.04,Happy 😊
26.12,65.34,476.46,405.93,Happy 😊
29.27,90.5,432.83,12.35,Too Dark 🌑
28.9,61.37,192.08,540.25,Thirsty 🥵
18.24,79.85,447.1,214.9,Happy 😊
18.5,90.26,464.33,229.4,Happy 😊
26.24,77.38,421.54,436.41,Happy 😊
19.36,69.18,169.54,454.37,Thirsty 🥵
19.61,88.43,512.61,598.1,Happy 😊
18.26,60.88,551.79,332.29,Happy 😊
20.33,65.87,478.11,354.4,Happy 😊
23.49,89.61,169.13,212.61,Thirsty 🥵
21.94,81.4,526.44,157.94,Too Dark 🌑
24.85,62.96,222.58,718.41,Thirsty 🥵
21.26,89.24,148.04,556.94,Thirsty 🥵
30.98,64.99,504.33,306.05,Happy 😊
26.27,67.72,673.57,191.66,Too Dark 🌑
26.68,87.64,557.7,510.01,Happy 😊
28.7,81.81,311.35,703.75,Thirsty 🥵
19.69,71.42,548.16,126.25,Too Dark 🌑
26.5,94.53,518.06,551.77,Happy 😊
24.44,71.97,343.38,40.78,Stressed 😣
31.33,79.86,557.06,657.48,Happy 😊
24.16,75.21,699.7,119.21,Too Dark 🌑
27.28,61.5,689.75,588.95,Happy 😊
29.1,74.67,543.7,304.91,Happy 😊
28.09,75.9,165.8,633.31,Thirsty 🥵
28.98,61.42,369.76,68.45,Too Dark 🌑
28.9,85.8,196.0,732.0,Thirsty 🥵
27.2,66.69,229.24,430.29,Thirsty 🥵
23.98,84.77,653.41,248.03,Happy 😊
24.96,72.12,574.95,325.38,Happy 😊
23.97,78.29,458.16,138.39,Too Dark 🌑
19.35,64.99,187.69,669.57,Thirsty 🥵
28.19,69.52,486.84,99.75,Too Dark 🌑
28.7,78.6,266.0,43.0,Stressed 😣
29.41,81.99,575.47,698.54,Happy 😊
18.19,87.76,291.66,498.47,Thirsty 🥵
24.71,81.49,500.93,614.41,Happy 😊
20.24,62.74,368.88,572.37,Happy 😊
26.93,85.5,672.48,82.06,Too Dark 🌑
28.9,85.8,196.0,732.0,Thirsty 🥵
26.05,87.91,318.23,236.74,Thirsty 🥵
23.8,80.75,567.82,24.5,Too Dark 🌑
29.23,92.74,656.42,400.21,Happy 😊
31.22,61.95,287.34,237.55,Thirsty 🥵
25.66,93.05,404.16,306.54,Happy 😊
31.48,78.19,450.48,149.11,Too Dark 🌑
27.21,76.4,639.06,225.92,Happy 😊
31.95,79.84,231.83,287.12,Thirsty 🥵
28.63,78.7,329.55,747.82,Thirsty 🥵
22.82,93.75,461.12,425.87,Happy 😊
30.3,78.8,307.0,622.0,Thirsty 🥵
27.62,66.16,537.12,244.08,Happy 😊
27.5,93.0,213.0,203.0,Thirsty 🥵
23.96,80.14,452.01,154.1,Too Dark 🌑
31.85,74.8,202.91,220.24,Thirsty 🥵
28.88,75.05,611.51,195.72,Too Dark 🌑
28.97,68.23,296.23,652.22,Thirsty 🥵
25.03,65.34,379.97,279.16,Happy 😊
20.94,76.98,635.52,371.08,Happy 😊
26.25,66.43,459.87,568.04,Happy 😊
19.62,87.22,159.43,25.88,Stressed 😣
25.55,69.44,653.22,33.88,Too Dark 🌑
23.11,66.4,421.28,206.89,Happy 😊
31.76,75.66,484.15,268.14,Happy 😊
25.83,65.07,493.21,561.76,Happy 😊
22.94,74.71,432.02,551.19,Happy 😊
31.98,69.95,536.96,320.23,Happy 😊
31.65,72.48,180.75,532.5,Thirsty 🥵
26.47,71.74,604.0,699.35,Happy 😊
28.93,81.58,521.43,143.76,Too Dark 🌑
28.9,83.7,213.0,203.0,Thirsty 🥵
30.38,90.37,593.41,580.7,Happy 😊
18.42,66.48,160.92,524.15,Thirsty 🥵
18.66,89.8,528.48,137.42,Too Dark 🌑
20.6,67.69,294.14,207.13,Thirsty 🥵
28.9,85.8,196.0,732.0,Thirsty 🥵
25.8,72.61,634.82,286.68,Happy 😊
19.55,66.52,470.5,440.08,Happy 😊
22.22,66.79,553.99,445.32,Happy 😊
30.17,71.15,280.07,280.3,Thirsty 🥵
21.23,61.04,646.86,115.58,Too Dark 🌑
25.36,71.83,560.03,268.09,Happy 😊
20.6,65.85,204.86,456.06,Thirsty 🥵
20.47,85.76,280.63,448.72,Thirsty 🥵
20.6,77.56,581.72,316.04,Happy 😊
24.18,84.66,322.27,730.03,Thirsty 🥵
31.77,82.12,452.04,248.73,Happy 😊
21.14,91.17,298.57,582.56,Thirsty 🥵
28.97,73.57,136.12,291.23,Thirsty 🥵
28.35,63.67,351.5,363.81,Happy 😊
24.73,69.31,486.56,109.39,Too Dark 🌑
18.95,78.76,481.56,644.48,Happy 😊
21.8,84.02,658.33,734.9,Happy 😊
23.87,75.75,604.33,414.05,Happy 😊
19.1,82.01,339.4,395.53,Thirsty 🥵
22.22,80.29,185.94,743.24,Thirsty 🥵
20.42,66.69,244.66,596.61,Thirsty 🥵
19.75,92.21,402.3,419.7,Happy 😊
18.23,88.57,570.42,417.47,Happy 😊
27.26,82.25,456.06,30.0,Too Dark 🌑
30.85,87.25,200.66,505.38,Thirsty 🥵
20.85,69.26,271.13,64.35,Stressed 😣
18.72,61.66,489.01,50.61,Too Dark 🌑
25.3,95.0,227.0,217.0,Thirsty 🥵
31.55,71.24,597.18,372.71,Happy 😊
23.69,65.78,657.53,462.35,Happy 😊
27.53,72.87,523.98,416.14,Happy 😊
22.86,93.59,219.36,290.25,Thirsty 🥵
29.06,88.28,417.85,550.65,Happy 😊
23.09,84.16,477.47,177.83,Too Dark 🌑
20.23,86.33,305.4,653.33,Thirsty 🥵
23.7,61.45,618.82,299.67,Happy 😊
30.28,66.99,491.12,101.64,Too Dark 🌑
30.1,78.9,307.0,622.0,Thirsty 🥵
25.52,91.47,347.08,150.85,Stressed 😣
28.7,80.0,265.0,43.0,Stressed 😣
28.6,79.0,264.0,43.0,Stressed 😣
30.35,60.61,274.54,583.02,Thirsty 🥵
24.18,60.0,131.29,154.99,Stressed 😣
20.59,87.99,546.38,227.38,Happy 😊
19.99,89.36,496.95,504.6,Happy 😊
18.88,72.68,688.57,6.72,Too Dark 🌑
28.51,68.14,671.05,669.74,Happy 😊
25.68,64.06,363.43,493.99,Happy 😊
25.03,89.45,639.86,668.77,Happy 😊
21.53,66.22,574.96,353.66,Happy 😊
18.01,88.18,351.38,153.82,Too Dark 🌑
27.71,75.77,699.99,226.46,Happy 😊
19.84,77.61,435.66,672.74,Happy 😊
30.31,86.52,438.46,131.69,Too Dark 🌑
24.34,85.63,595.04,111.45,Too Dark 🌑
19.25,74.2,328.21,379.54,Thirsty 🥵
31.22,87.19,310.58,686.74,Thirsty 🥵
25.52,65.74,217.32,321.8,Thirsty 🥵
24.04,65.01,241.49,425.68,Thirsty 🥵
28.48,60.48,587.73,43.69,Too Dark 🌑
28.8,81.2,268.0,43.0,Stressed 😣
28.9,86.0,196.0,203.0,Thirsty 🥵
28.54,60.17,261.55,184.66,Stressed 😣
22.27,81.31,133.63,307.32,Thirsty 🥵
31.76,92.26,646.48,93.73,Too Dark 🌑
21.03,83.3,665.95,191.42,Too Dark 🌑
18.23,78.1,246.5,463.78,Thirsty 🥵
30.83,78.01,256.2,634.15,Thirsty 🥵
27.83,92.13,282.9,398.91,Thirsty 🥵
22.17,86.16,638.75,11.58,Too Dark 🌑
18.93,85.59,601.05,142.36,Too Dark 🌑
22.68,79.39,479.89,523.92,Happy 😊
30.69,89.17,414.31,601.36,Happy 😊
27.51,62.86,668.34,73.5,Too Dark 🌑
19.37,70.58,342.59,201.72,Thirsty 🥵
30.73,88.62,402.98,612.74,Happy 😊
23.84,92.49,493.34,157.04,Too Dark 🌑
25.24,70.81,307.94,217.95,Thirsty 🥵
30.39,85.14,421.37,404.7,Happy 😊
29.09,87.0,422.87,296.03,Happy 😊
28.73,67.55,172.82,183.15,Stressed 😣
20.45,94.29,423.37,608.93,Happy 😊
25.93,89.65,301.96,60.24,Stressed 😣
29.42,61.68,506.78,480.2,Happy 😊
25.39,65.91,692.69,251.16,Happy 😊
20.06,89.54,283.02,154.49,Stressed 😣
28.07,67.11,218.75,83.12,Stressed 😣
24.49,80.38,668.1,401.3,Happy 😊
30.07,92.96,207.3,265.4,Thirsty 🥵
28.9,85.8,196.0,732.0,Thirsty 🥵
21.99,74.37,656.58,265.84,Happy 😊
28.97,88.32,166.22,14.59,Stressed 😣
26.85,65.69,452.56,572.41,Happy 😊
18.27,94.48,454.98,168.15,Too Dark 🌑
31.76,82.7,440.53,451.06,Happy 😊
30.92,68.07,121.58,382.16,Thirsty 🥵
31.5,85.02,352.73,399.76,Happy 😊
22.79,82.53,561.12,599.63,Happy 😊
18.43,75.81,434.26,567.24,Happy 😊
26.64,78.93,291.52,430.94,Thirsty 🥵
21.47,82.15,217.86,428.28,Thirsty 🥵
22.37,89.43,229.69,680.8,Thirsty 🥵
26.94,68.68,165.67,472.49,Thirsty 🥵
31.49,70.82,374.74,383.31,Happy 😊
25.9,94.4,309.0,171.0,Stressed 😣
23.31,82.83,348.04,737.31,Thirsty 🥵
23.75,80.66,442.07,354.45,Happy 😊
31.47,62.09,546.55,203.45,Happy 😊
19.94,65.05,149.82,335.57,Thirsty 🥵
23.26,75.76,637.99,553.58,Happy 😊
26.21,81.8,483.01,22.17,Too Dark 🌑
24.0,81.66,151.47,20.06,Stressed 😣
29.74,66.68,525.04,603.83,Happy 😊
20.31,92.25,323.21,211.93,Thirsty 🥵
18.01,87.37,565.14,101.03,Too Dark 🌑
23.13,65.99,166.03,424.46,Thirsty 🥵
28.05,71.39,438.42,24.89,Too Dark 🌑
27.34,83.99,440.28,352.47,Happy 😊
31.53,89.82,333.03,96.67,Stressed 😣
22.73,71.03,692.43,100.03,Too Dark 🌑
21.9,66.06,318.42,19.44,Stressed 😣
27.54,86.9,574.54,377.8,Happy 😊
25.9,98.2,281.0,171.0,Stressed 😣
23.32,60.98,629.41,703.41,Happy 😊
30.07,65.0,319.54,494.85,Thirsty 🥵
24.16,90.94,381.33,111.1,Too Dark 🌑
21.32,92.72,352.36,646.93,Happy 😊
25.11,92.39,271.72,725.93,Thirsty 🥵
26.41,73.4,395.59,699.51,Happy 😊
20.02,76.0,156.01,446.58,Thirsty 🥵
29.14,63.67,469.13,744.23,Happy 😊
31.94,83.5,192.97,271.17,Thirsty 🥵
24.28,63.67,569.31,749.02,Happy 😊
22.08,81.78,349.74,582.3,Thirsty 🥵
29.29,81.62,350.96,420.04,Happy 😊
21.36,82.84,366.57,582.21,Happy 😊
26.81,91.74,157.82,128.74,Stressed 😣
29.27,67.96,350.33,615.24,Happy 😊
31.63,94.81,525.24,496.84,Happy 😊
28.9,84.8,502.0,203.0,Happy 😊
26.42,86.16,346.32,691.65,Thirsty 🥵
29.63,92.73,250.22,81.41,Stressed 😣
18.95,86.08,122.64,595.3,Thirsty 🥵
18.08,87.34,665.49,607.53,Happy 😊
24.39,69.58,449.05,399.48,Happy 😊
18.92,86.45,695.05,567.72,Happy 😊
26.68,64.39,421.2,505.29,Happy 😊
28.8,77.0,266.0,43.0,Stressed 😣
28.2,73.95,457.19,733.72,Happy 😊
23.01,77.23,579.45,34.0,Too Dark 🌑
31.35,70.73,131.22,40.96,Stressed 😣
19.43,84.3,557.03,320.78,Happy 😊
26.12,87.77,529.91,586.91,Happy 😊
26.95,89.74,452.35,30.96,Too Dark 🌑
30.0,79.7,307.0,622.0,Thirsty 🥵
18.76,68.65,416.51,273.21,Happy 😊
18.99,91.38,149.76,190.04,Stressed 😣
27.6,96.0,558.0,792.0,Happy 😊
22.04,78.54,154.16,367.04,Thirsty 🥵
31.1,87.7,436.51,413.93,Happy 😊
30.82,63.97,228.82,396.56,Thirsty 🥵
27.41,60.06,167.44,114.23,Stressed 😣
30.5,74.6,307.0,622.0,Thirsty 🥵
21.99,88.3,196.56,697.31,Thirsty 🥵
28.8,77.4,238.0,804.0,Thirsty 🥵
23.27,77.02,386.22,484.18,Happy 😊
30.02,93.55,282.39,634.08,Thirsty 🥵
26.29,91.88,189.94,682.94,Thirsty 🥵
31.2,95.0,587.0,171.0,Too Dark 🌑
23.62,89.34,306.16,91.07,Stressed 😣
18.01,81.99,262.55,647.53,Thirsty 🥵
23.68,65.18,567.04,249.58,Happy 😊
19.27,84.58,498.48,434.55,Happy 😊
26.63,71.09,539.5,376.74,Happy 😊
21.1,74.45,252.63,76.81,Stressed 😣
28.23,88.02,474.7,581.67,Happy 😊
18.5,75.79,502.94,264.12,Happy 😊
30.66,73.59,510.08,58.9,Too Dark 🌑
24.12,72.92,634.01,426.77,Happy 😊
22.38,60.54,446.82,373.31,Happy 😊
22.34,69.69,161.57,273.92,Thirsty 🥵
26.38,75.22,155.9,392.15,Thirsty 🥵
30.25,80.57,493.17,575.62,Happy 😊
21.71,71.25,634.17,87.98,Too Dark 🌑
24.79,89.56,302.57,721.9,Thirsty 🥵
24.77,80.69,556.84,718.94,Happy 😊
22.45,69.0,548.4,634.35,Happy 😊
28.0,68.13,490.28,180.86,Too Dark 🌑
28.59,85.02,179.4,612.0,Thirsty 🥵
28.4,91.2,411.94,52.63,Too Dark 🌑
31.37,83.02,164.2,563.86,Thirsty 🥵
23.16,62.44,519.64,410.79,Happy 😊
24.42,81.38,342.21,452.11,Thirsty 🥵
31.35,60.06,530.66,244.3,Happy 😊
20.58,81.85,558.5,162.15,Too Dark 🌑
27.95,89.6,488.44,605.52,Happy 😊
25.09,73.98,201.6,133.47,Stressed 😣
21.83,75.11,191.96,611.02,Thirsty 🥵
29.72,76.34,572.59,122.46,Too Dark 🌑
18.88,93.49,519.59,716.09,Happy 😊
30.18,80.78,182.84,377.91,Thirsty 🥵
27.01,61.79,264.99,718.79,Thirsty 🥵
21.18,73.3,461.56,528.63,Happy 😊
26.48,81.59,133.87,457.54,Thirsty 🥵
23.93,67.46,308.8,339.37,Thirsty 🥵
19.38,74.61,512.59,179.21,Too Dark 🌑
22.12,60.49,563.94,679.43,Happy 😊
31.21,75.26,253.6,602.03,Thirsty 🥵
29.51,89.45,695.87,381.26,Happy 😊
29.9,77.3,307.0,622.0,Thirsty 🥵
27.58,74.44,545.41,301.99,Happy 😊
24.0,71.61,293.8,686.18,Thirsty 🥵
25.09,70.47,597.76,293.74,Happy 😊
28.43,81.97,445.94,632.69,Happy 😊
26.73,73.71,138.66,641.6,Thirsty 🥵
18.48,80.77,366.26,59.8,Too Dark 🌑
21.33,67.35,248.52,648.11,Thirsty 🥵
25.86,88.6,292.54,433.78,Thirsty 🥵
28.33,82.09,213.5,205.02,Thirsty 🥵
30.67,68.42,627.12,117.89,Too Dark 🌑
24.19,91.56,609.23,200.28,Happy 😊
24.88,92.14,188.9,264.77,Thirsty 🥵
23.78,75.83,439.38,606.19,Happy 😊
28.8,82.0,231.0,804.0,Thirsty 🥵
19.62,76.08,645.33,202.01,Happy 😊
22.57,67.03,316.56,633.09,Thirsty 🥵
19.43,71.75,569.81,365.1,Happy 😊
27.42,69.3,480.28,187.68,Too Dark 🌑
26.23,78.84,328.36,83.01,Stressed 😣
24.72,74.76,248.35,33.71,Stressed 😣
28.06,92.53,324.81,549.59,Thirsty 🥵
24.35,83.26,136.09,283.04,Thirsty 🥵
31.38,64.52,691.95,295.98,Happy 😊
18.75,84.25,656.87,487.86,Happy 😊
25.05,87.24,352.89,536.43,Happy 😊
19.84,80.27,477.09,575.77,Happy 😊
19.72,67.9,684.49,5.39,Too Dark 🌑
18.69,71.62,623.39,82.77,Too Dark 🌑
23.28,71.5,388.0,48.94,Too Dark 🌑
24.37,91.04,193.66,692.08,Thirsty 🥵
25.01,69.09,696.26,100.76,Too Dark 🌑
21.42,69.75,299.88,300.2,Thirsty 🥵
23.16,93.73,643.16,700.53,Happy 😊
25.34,60.48,343.62,252.3,Thirsty 🥵
23.62,88.47,530.8,694.45,Happy 😊
18.15,83.86,243.86,247.65,Thirsty 🥵
30.71,82.18,203.18,354.11,Thirsty 🥵
28.76,75.64,543.36,24.2,Too Dark 🌑
22.99,81.61,639.78,218.69,Happy 😊
20.87,79.66,123.93,209.35,Thirsty 🥵
18.62,69.7,166.72,720.13,Thirsty 🥵
20.71,63.51,597.49,609.99,Happy 😊
22.01,60.07,583.75,607.02,Happy 😊
20.16,85.58,439.37,239.02,Happy 😊
28.38,91.65,351.49,53.23,Too Dark 🌑
18.19,91.89,301.57,323.53,Thirsty 🥵
22.98,93.91,224.67,360.63,Thirsty 🥵
25.29,80.31,570.75,88.53,Too Dark 🌑
30.96,64.7,612.43,428.02,Happy 😊
18.24,68.37,469.24,562.92,Happy 😊
26.72,94.89,427.55,438.21,Happy 😊
28.9,86.0,196.0,732.0,Thirsty 🥵
28.9,85.8,196.0,792.0,Thirsty 🥵
24.45,78.77,626.96,47.1,Too Dark 🌑
24.3,86.96,208.48,59.49,Stressed 😣
18.35,71.26,188.87,261.07,Thirsty 🥵
21.97,63.11,173.28,106.47,Stressed 😣
23.1,68.29,574.51,450.99,Happy 😊
31.51,61.41,662.38,178.92,Too Dark 🌑
20.72,77.35,602.26,256.46,Happy 😊
28.7,78.3,265.0,43.0,Stressed 😣
22.1,71.88,215.68,500.7,Thirsty 🥵
30.21,77.24,577.38,320.04,Happy 😊
22.21,68.68,220.88,145.52,Stressed 😣
19.45,78.05,583.96,15.36,Too Dark 🌑
27.86,93.84,271.59,429.34,Thirsty 🥵
26.43,91.56,408.46,666.68,Happy 😊
30.07,85.48,473.94,432.08,Happy 😊
31.73,81.65,393.81,510.05,Happy 😊
28.93,71.91,558.85,279.94,Happy 😊
29.28,64.17,577.23,418.87,Happy 😊
27.61,75.1,478.38,518.46,Happy 😊
21.66,82.12,641.55,330.04,Happy 😊
19.98,60.29,426.86,142.51,Too Dark 🌑
21.55,86.34,520.23,34.05,Too Dark 🌑
19.08,83.83,395.47,464.07,Happy 😊
30.09,91.44,212.16,89.05,Stressed 😣
27.75,85.52,273.31,87.63,Stressed 😣
30.15,85.11,411.33,523.82,Happy 😊
29.83,93.66,497.23,749.42,Happy 😊
26.7,65.75,322.74,585.64,Thirsty 🥵
29.44,88.19,348.39,98.76,Stressed 😣
25.95,93.27,362.39,728.53,Happy 😊
19.57,88.67,228.25,85.96,Stressed 😣
21.52,79.91,318.68,245.47,Thirsty 🥵
31.49,76.78,459.63,386.23,Happy 😊
27.09,86.29,385.5,43.94,Too Dark 🌑
26.34,76.93,166.98,56.73,Stressed 😣
30.13,63.72,676.25,433.28,Happy 😊
20.02,86.82,296.78,116.71,Stressed 😣
25.41,81.93,607.18,582.3,Happy 😊
28.19,63.48,248.69,237.46,Thirsty 🥵
28.63,85.56,389.88,103.21,Too Dark 🌑
30.46,93.39,441.34,276.08,Happy 😊
26.53,82.31,628.95,435.32,Happy 😊
22.71,91.83,560.84,70.42,Too Dark 🌑
27.58,94.78,328.36,253.72,Thirsty 🥵
20.62,68.7,581.98,618.67,Happy 😊
31.16,78.27,417.94,623.42,Happy 😊
28.9,85.8,196.0,732.0,Thirsty 🥵
20.24,91.03,121.03,111.94,Stressed 😣
28.78,81.56,433.92,448.85,Happy 😊
28.22,81.71,297.79,342.48,Thirsty 🥵
31.22,76.33,456.76,197.1,Too Dark 🌑
28.11,94.85,264.44,354.83,Thirsty 🥵
19.97,69.74,378.87,612.72,Happy 😊
19.65,75.11,598.61,323.0,Happy 😊
19.38,64.22,645.98,342.62,Happy 😊
23.54,60.9,247.78,34.48,Stressed 😣
29.11,87.09,213.56,489.98,Thirsty 🥵
31.15,74.05,159.86,657.73,Thirsty 🥵
21.56,91.96,518.61,545.63,Happy 😊
28.74,61.33,656.75,433.78,Happy 😊
27.0,68.95,141.93,667.9,Thirsty 🥵
28.26,88.31,314.04,596.16,Thirsty 🥵
20.57,73.87,207.73,428.15,Thirsty 🥵
29.54,70.48,559.63,525.75,Happy 😊
19.46,79.68,313.96,265.29,Thirsty 🥵
26.61,91.83,362.75,655.46,Happy 😊
